10T|Oshkosh
XMW|GLIDEREUROPE(NL)
XMZ|SCHUITEMAKER(NL)
XN1|KrakerTrailers(NL)
XN2|VanEck(NL)
XN3|Atec(NL)
XN4|Segway(NL)
XN5|SmartCommute(NL)
XNC|MITSUBISHI(NL)
XNF|Reesink(NL)
XNF|STAJA(NL)
XNJ|BROSHUIS(NL)
XNL|VDLBus&Coach(NL)
XNT|PACTON(NL)
XNZ|Zest(NL)
XP5|TOBROCO(NL)
XP7|Tesla(USA)
XPN|KNAPEN(NL)
XPP|ATEC(NL)
XRD|CyclingSports(NL)
XRH|VanEck(NL)
XRU|VLEMMIX(NL)
XRY|VLASTUINR.E.(NL)
XSE|URAL(SU)
XTA|AVTOVAZ(RUS)
XTA|Lada
XTA|Lada/AutoVaz (Russia)
XTA|WOLGA-AUTOW.-VAZ(SU)
XTA|WOLGA-AUTOW.-VAZ/RUS
XTB|AZLKMOSKAU(SU)
XTC|KAMAAUTOMOBILW.(SU)
XTE|SAS(SU)
XTH|GAS(SU)
XTM|MINSKAUTOMOBIL.(SU)
XTT|UAZ(SU)
XTT|UAZ/Sollers
XTT|UAZ/Sollers (Russia)
XUF|General Motors
XUF|General Motors Russia
XUU|AvtoTor
XUU|AvtoTor (Russia
XW8|Volkswagen
XW8|Volkswagen Group Russia
XW8|VOLKSWAGEN-VW
XWB|UZ-Daewoo
XWB|UZ-Daewoo (Uzbekistan)
XWE|AvtoTor
XWE|AvtoTor (Russia
XX3|Ujet(L)
Y4R|MINSKTRAK-WERK(BY)
Y6D|Zaporozhets
Y6D|Zaporozhets/AvtoZAZ (Ukraine)
Y6E|LAZ(UA)
YA1|MOL(B)
YA2|MOL(B)
YA3|ATLASCOPCO(B)
YA9|AGRIMAT(B)
YA9|ARCOMET(B)
YA9|BAETEN(B)
YA9|Dewulf(B)
YA9|EKSELS.KONSTR-EKW(B)
YA9|EOSCOACH(B)
YA9|FAYMONVILLE(B)
YA9|TwinTech(B)
YA9|VandenBerghe(B)
YAC|JetloaderKwanten(B)
YAC|Kwanten(B)
YAF|FAYMONVILLE(B)
YAM|FAYMONVILLE(B)
YAP|MOOOF(B)
YAR|TOYOTAEUROPE(B)
YAS|TwinArc(B)
YB1|VOLVO(B)
YB1|VOLVO(S)
YB2|VOLVO(B)
YB2|VOLVO(S)
YB3|Volvo
YB3|VOLVO(B)
YB3|VOLVO(S)
YB4|GEUSENS-LAG(B)
YB4|LAG(B)
YB6|JONCKHEERE(B)
YBC|TOYOTAEUROPE(B)
YBW|Volkswagen
YBW|Volkswagen Belgium
YC1|Honda
YC1|HONDA(B)
YC3|EDUARDS(B)
YC5|JLGMANUFACT.(B)
YCM|Mazda
YCM|Mazda Belgium
YCM|MAZDA(B)
YD2|REU(B)
YD3|CHATEAUCARAVANS(B)
YD4|INTERNAT.TRAILERS(B)
YD5|CONSTRUCTAM(B)
YD6|HOME-CAR(B)
YD8|EtsJOSKIN(B)
YE1|VANHOOL(B)
YE2|Van Hool
YE2|Van Hool (buses)
YE2|VANHOOL(B)
YE6|STAS(B)
YF9|Pel-tuote(FIN)
YH4|Fisker(USA)
YK1|Saab
YK1|Saab-Valmet Finland
YK1|SAABVALMET(SF)
YK5|VALTRA(FIN)
YK7|SISU(FIN)
YK9|SAABVALMET(SF)
YMJ|Yanmar(NL)
YS2|SAAB-SCANIA(S)
YS2|Scania
YS2|Scania AB
YS2|SCANIA(S)
YS3|Saab
YS3|SAAB-SCANIA(S)
YS3|SAABAUTOMOBILE(S)
YS4|SAAB-SCANIA(S)
YS4|Scania
YS4|Scania Bus
YS4|SCANIA(S)
YSC|SAABAUTOMOBILE(S)
YSE|KärcherBelos(S)
YSF|CleanMotion(S)
YSL|Voi(S)
YSM|Polestar(S)
YSP|VoltaTrucks(S)
YT3|CABBY(S)
YT5|POLARVAGNEN(S)
YT7|KABE(S)
YTN|Saab
YTN|Saab NEVS
YTV|NorthGrade(S)
YU1|Brenderup(S)
YU1|THULE(DK)
YU1|Thule(S)
YU6|Lennartsfors(S)
YU7|Husaberg (motorcycles)
YU7|HUSABERG(S)
YV1|Volvo
YV1|Volvo Cars
YV1|VOLVO(S)
YV2|Volvo
YV2|Volvo Trucks
YV2|VOLVO(S)
YV3|Volvo
YV3|Volvo Buses
YV3|VOLVO(S)
YV4|Volvo
YV4|Volvo Cars
YV4|VOLVO(S)
YV5|Volvo
YV5|VOLVO(S)
YV6|VOLVO(S)
YW1|Väderstad(S)
YW2|Cake(S)
YX9|Brudeli(N)
YXL|Kverneland(N)
YYH|Loyds(N)
YYK|Paxster(N)
Z29|SIP(SLO)
Z8M|Marussia
Z8M|Marussia (Russia)
ZA9|BARBIERI(I)
ZA9|BENASSI(I)
ZA9|BERTOJA(I)
ZA9|BERTUOLA(I)
ZA9|BIMOTA(I)
ZA9|Cattaneo(I)
ZA9|Dallara(I)
ZA9|Italdesign-Giugiaro(I)
ZA9|L.M.P.(I)
ZA9|Lamborghini
ZA9|LAMBORGHINI(I)
ZA9|LEAOS(I)
ZA9|MONDIAL(I)
ZA9|OFF.BREV.CARON(I)
ZA9|PEZZAIOLI(I)
ZA9|ROTAIR(I)
ZA9|SCHMIDTCOMPACT(I)
ZA9|TEKSPED(I)
ZA9|TOWER-LIGHT
ZA9|TURBOSOL(I)
ZA9|VALLI(I)
ZA9|VERTEMATIMOTO(I)
ZAA|ALFALANCIA(I)
ZAA|Autobianchi
ZAA|AUTOBIANCHI(I)
ZAA|FIAT(I)
ZAA|STELLANTIS(I)
ZAB|FIAT(I)
ZAC|FCAItaly(I)
ZAC|FIAT(I)
ZAC|STELLANTIS(I)
ZAD|FIAT(I)
ZAE|ROTAIR(I)
ZAG|AGRATI-GARELLI(I)
ZAH|ROLFO(I)
ZAM|Maserati
ZAM|MASERATI(I)
ZAP|PIAGGIO(I)
ZAP|Piaggio/Vespa/Gilera
ZAR|Alfa Romeo
ZAR|ALFALANCIA(I)
ZAR|AlfaRomeo(I)
ZAR|ALFAROMEO(I)
ZAR|FIAT(I)
ZAS|ALFALANCIA(I)
ZAS|ALFAROMEO(I)
ZAS|ALFAROMEOALFASUD(I)
ZAT|ALFAROMEO(I)
ZAU|ALFAROMEO(I)
ZAV|ALFAROMEO(I)
ZAW|ALFAROMEO(I)
ZAX|ZORZI(I)
ZAY|ZAGATO(I)
ZB3|CARDI(I)
ZB5|RIMOR(I)
ZBA|PIACENZARIMORCHI(I)
ZBB|BERTONE(I)
ZBN|Benelli
ZBN|BENELLI(I)
ZBP|PIAGGIO(I)
ZC0|ORLANDI(I)
ZC2|Chrysler
ZC2|MASERATI(I)
ZCA|COMETTO(I)
ZCF|FIATVEICOLI(I)
ZCF|Iveco
ZCF|IVECO(I)
ZCF|IVECOFIAT(I)
ZCG|Cagiva
ZCG|Cagiva SpA / MV Agusta
ZCG|CAGIVA(I)
ZCG|MVAGUSTA(I)
ZCH|DIBLASI(I)
ZCR|ROLLER(I)
ZD0|BELGARDA(I)
ZD0|Yamaha
ZD0|Yamaha Italy
ZD0|YAMAHA(I)
ZD2|MIELE(I)
ZD3|Beta Motor
ZD3|BETAMOTOR(I)
ZD4|Aprilia
ZD4|APRILIA(I)
ZD4|PIAGGIO(I)
ZDC|Honda
ZDC|HONDA(I)
ZDF|Ferrari
ZDF|Ferrari Dino
ZDF|FERRARI(I)
ZDJ|ACM(I)
ZDM|Ducati
ZDM|Ducati Motor Holdings SpA
ZDM|DUCATI(I)
ZDP|PIAGGIO(I)
ZDT|TOMASO(I)
ZEB|Brenderup(S)
ZEB|ELLEBI(I)
ZEB|Thule(S)
ZED|SIAM(I)
ZEF|FIATHITACHI(I)
ZEF|FIATKOBELCO(I)
ZEF|NEWHOLLANDITAL.(I)
ZEH|ELNAGH(I)
ZEN|HONDA(I)
ZEN|VENT(I)
ZES|BIMOTA(I)
ZET|RIZZATO(I)
ZF1|MERLO(I)
ZF8|VORMOTORI(I)
ZFA|FCAItaly(I)
ZFA|Fiat
ZFA|FIAT(I)
ZFA|STELLANTIS(I)
ZFB|FIAT(I)
ZFC|Fiat
ZFC|Fiat V.I.
ZFC|FIAT(I)
ZFD|FIAT(I)
ZFE|K.L.(I)
ZFF|Ferrari
ZFF|FERRARI(I)
ZFJ|CARROZZERIAPEZ.(I)
ZFJ|PEZZAIOLI(I)
ZFM|FANTICMOTOR(I)
ZFR|PININFARINA(I)
ZG0|MOTOLAVERDA(I)
ZG2|E.V.F.(I)
ZG7|SIDERMO(I)
ZGA|IRISBUS(I)
ZGA|Iveco
ZGG|AGRATI-GARELLI(I)
ZGU|Moto Guzzi
ZGU|MOTO-GUZZI(I)
ZGU|PIAGGIO(I)
ZH5|PELPI(I)
ZHM|TEAMAZZALIN(I)
ZHS|EGIMOTORS(I)
ZHU|HUSQVARNA(I)
ZHW|Lamborghini
ZHW|LAMBORGHINI(I)
ZJL|R.G.P.(I)
ZJM|Malaguti
ZJM|MALAGUTI(I)
ZJN|Innocenti
ZJN|NUOVA-INNOCENTI(I)
ZJT|ITALJET(I)
ZKC|DUCATIenergia(I)
ZKD|SAME(I)
ZKH|BOXER(I)
ZKH|Husqvarna
ZKH|Husqvarna Motorcycles Italy
ZKH|HUSQVARNA(I)
ZLA|ALFALANCIA(I)
ZLA|FCAItaly(I)
ZLA|FIAT(I)
ZLA|FIATLANCIA(I)
ZLA|Lancia
ZLA|STELLANTIS(I)
ZLB|FIAT(I)
ZLC|FIAT(I)
ZLD|FIAT(I)
ZLF|TAZZARI(I)
ZLM|MOTOMORINI(I)
ZLR|LANDER(I)
ZLV|MOTOLAVERDA(I)
ZLX|FIAT(I)
ZLY|QUADROTECNOLOGIE(I)
ZM0|MCCORMICK(UK)
ZM6|ECOBIT(I)
ZM7|REDMOTO(I)
ZM8|TECNOGEN(I)
ZMB|SKODA(CZ)
ZMZ|BCS(I)
ZN0|SWM(I)
ZN3|IvecoDefence(I)
ZN6|MASERATI(I)
ZNA|OMCAXLES&TRAILERS(I)
ZNE|TOWER-LIGHT
ZNM|Askoll(I)
ZNN|ENERGICA(I)
ZNZ|ARGO(I)
ZOM|OM
ZPB|LAMBORGHINI(I)
ZPR|NUOVAINDUSTRIA(I)
ZPY|DRAUTOMOBILES(I)
ZR1|MICROLINO(I)
ZRP|Bimota(I)
ZRP|ItalianMotorcycle(I)
ZX9|BIJOL(SLO)
ZY1|ADRIACARAVAN(SLO)
ZY1|ADRIAMOBIL(SLO)
ZY2|TPV(SLO)
ZY2|TPVPRIKOLICE(SLO)
ZY3|FARMTECH(SLO)
